county,lag,Model type,variable,estimate,std.error,statistic,p.value,conf.low,conf.high,r_squared,AIC,adj_r_squared,significance
Elgeyo Marakwet,6,Combined,Total animal incidence,67.827,124.706,0.544,0.588,-137.315,272.969,0.00297920354933424,1501.44885556673,-0.007,Not Significant
Elgeyo Marakwet,0,Individual,(Intercept),25.7,155.896,0.165,0.869,-230.749,282.15,0.000197360953814862,1584.50033074041,-0.009,Not Significant
Elgeyo Marakwet,0,Individual,Camel incidence,,,,,,,0.000197360953814862,1584.50033074041,-0.009,
Elgeyo Marakwet,0,Individual,Sheep incidence,,,,,,,0.000197360953814862,1584.50033074041,-0.009,
Elgeyo Marakwet,0,Individual,Cattle incidence,14.26,99.05,0.144,0.886,-148.676,177.196,0.000197360953814862,1584.50033074041,-0.009,Not Significant
Elgeyo Marakwet,0,Individual,Goat Incidence,,,,,,,0.000197360953814862,1584.50033074041,-0.009,
Elgeyo Marakwet,1,Individual,(Intercept),24.916,157.248,0.158,0.874,-233.757,283.589,0.00185827584677835,1570.56435814527,-0.008,Not Significant
Elgeyo Marakwet,1,Individual,Camel incidence,,,,,,,0.00185827584677835,1570.56435814527,-0.008,
Elgeyo Marakwet,1,Individual,Sheep incidence,,,,,,,0.00185827584677835,1570.56435814527,-0.008,
Elgeyo Marakwet,1,Individual,Cattle incidence,-43.756,99.441,-0.44,0.661,-207.336,119.824,0.00185827584677835,1570.56435814527,-0.008,Not Significant
Elgeyo Marakwet,1,Individual,Goat Incidence,,,,,,,0.00185827584677835,1570.56435814527,-0.008,
Elgeyo Marakwet,2,Individual,(Intercept),25.266,158.515,0.159,0.874,-235.492,286.024,0.00492954768974558,1556.47547906248,-0.005,Not Significant
Elgeyo Marakwet,2,Individual,Camel incidence,,,,,,,0.00492954768974558,1556.47547906248,-0.005,
Elgeyo Marakwet,2,Individual,Sheep incidence,,,,,,,0.00492954768974558,1556.47547906248,-0.005,
Elgeyo Marakwet,2,Individual,Cattle incidence,71.267,99.768,0.714,0.477,-92.852,235.385,0.00492954768974558,1556.47547906248,-0.005,Not Significant
Elgeyo Marakwet,2,Individual,Goat Incidence,,,,,,,0.00492954768974558,1556.47547906248,-0.005,
Elgeyo Marakwet,3,Individual,(Intercept),27.102,160.238,0.169,0.866,-236.49,290.693,0.0025120142426175,1542.94262280646,-0.007,Not Significant
Elgeyo Marakwet,3,Individual,Camel incidence,,,,,,,0.0025120142426175,1542.94262280646,-0.007,
Elgeyo Marakwet,3,Individual,Sheep incidence,,,,,,,0.0025120142426175,1542.94262280646,-0.007,
Elgeyo Marakwet,3,Individual,Cattle incidence,-50.87,100.371,-0.507,0.613,-215.98,114.24,0.0025120142426175,1542.94262280646,-0.007,Not Significant
Elgeyo Marakwet,3,Individual,Goat Incidence,,,,,,,0.0025120142426175,1542.94262280646,-0.007,
Elgeyo Marakwet,4,Individual,(Intercept),23.689,162.124,0.146,0.884,-243.006,290.383,1.99326753593307e-05,1529.36017676814,-0.01,Not Significant
Elgeyo Marakwet,4,Individual,Camel incidence,,,,,,,1.99326753593307e-05,1529.36017676814,-0.01,
Elgeyo Marakwet,4,Individual,Sheep incidence,,,,,,,1.99326753593307e-05,1529.36017676814,-0.01,
Elgeyo Marakwet,4,Individual,Cattle incidence,-4.967,110.709,-0.045,0.964,-187.084,177.149,1.99326753593307e-05,1529.36017676814,-0.01,Not Significant
Elgeyo Marakwet,4,Individual,Goat Incidence,,,,,,,1.99326753593307e-05,1529.36017676814,-0.01,
Elgeyo Marakwet,5,Individual,(Intercept),22.043,163.468,0.135,0.893,-246.862,290.948,0.00120638497146135,1515.43741650879,-0.009,Not Significant
Elgeyo Marakwet,5,Individual,Camel incidence,,,,,,,0.00120638497146135,1515.43741650879,-0.009,
Elgeyo Marakwet,5,Individual,Sheep incidence,,,,,,,0.00120638497146135,1515.43741650879,-0.009,
Elgeyo Marakwet,5,Individual,Cattle incidence,-43.163,124.195,-0.348,0.729,-247.463,161.138,0.00120638497146135,1515.43741650879,-0.009,Not Significant
Elgeyo Marakwet,5,Individual,Goat Incidence,,,,,,,0.00120638497146135,1515.43741650879,-0.009,
Elgeyo Marakwet,6,Individual,(Intercept),20.809,164.952,0.126,0.9,-250.536,292.154,0.00297920354933424,1501.44885556673,-0.007,Not Significant
Elgeyo Marakwet,6,Individual,Camel incidence,,,,,,,0.00297920354933424,1501.44885556673,-0.007,
Elgeyo Marakwet,6,Individual,Sheep incidence,,,,,,,0.00297920354933424,1501.44885556673,-0.007,
Elgeyo Marakwet,6,Individual,Cattle incidence,67.827,124.706,0.544,0.588,-137.315,272.969,0.00297920354933424,1501.44885556673,-0.007,Not Significant
Elgeyo Marakwet,6,Individual,Goat Incidence,,,,,,,0.00297920354933424,1501.44885556673,-0.007,
Embu,0,Combined,(Intercept),6.782,22.579,0.3,0.764,-30.36,43.925,0.00210840271193008,1171.01665000376,-0.007,Not Significant
Embu,0,Combined,Total animal incidence,6.216,13.198,0.471,0.639,-15.494,27.927,0.00210840271193008,1171.01665000376,-0.007,Not Significant
Embu,1,Combined,(Intercept),0.202,21.805,0.009,0.993,-35.668,36.072,0.00136593852622473,1151.72198192241,-0.008,Not Significant
Embu,1,Combined,Total animal incidence,4.785,12.686,0.377,0.707,-16.084,25.653,0.00136593852622473,1151.72198192241,-0.008,Not Significant
Embu,2,Combined,(Intercept),7.01,20.611,0.34,0.734,-26.895,40.915,0.0292629648120741,1128.07012800891,0.02,Not Significant
Embu,2,Combined,Total animal incidence,-21.03,11.934,-1.762,0.081,-40.662,-1.397,0.0292629648120741,1128.07012800891,0.02,Significant
Embu,3,Combined,(Intercept),7.128,21.109,0.338,0.736,-27.597,41.852,0.00124076930279426,1121.33531093206,-0.009,Not Significant
Embu,3,Combined,Total animal incidence,4.33,12.164,0.356,0.723,-15.68,24.341,0.00124076930279426,1121.33531093206,-0.009,Not Significant
Embu,4,Combined,(Intercept),4.3,21.178,0.203,0.84,-30.538,39.137,0.00630072468501804,1110.06818093053,-0.004,Not Significant
Embu,4,Combined,Total animal incidence,10.647,13.305,0.8,0.425,-11.239,32.533,0.00630072468501804,1110.06818093053,-0.004,Not Significant
Embu,5,Combined,(Intercept),7.437,21.235,0.35,0.727,-27.494,42.368,0.00583265518594258,1099.07693053669,-0.004,Not Significant
Embu,5,Combined,Total animal incidence,11.368,14.842,0.766,0.446,-13.047,35.784,0.00583265518594258,1099.07693053669,-0.004,Not Significant
Embu,6,Combined,(Intercept),7.339,21.292,0.345,0.731,-27.687,42.365,0.0200997809065217,1087.89349072573,0.01,Not Significant
Embu,6,Combined,Total animal incidence,-21.104,14.809,-1.425,0.157,-45.465,3.258,0.0200997809065217,1087.89349072573,0.01,Not Significant
Embu,0,Individual,(Intercept),6.782,22.579,0.3,0.764,-30.36,43.925,0.00210840271193008,1171.01665000376,-0.007,Not Significant
Embu,0,Individual,Camel incidence,,,,,,,0.00210840271193008,1171.01665000376,-0.007,
Embu,0,Individual,Sheep incidence,,,,,,,0.00210840271193008,1171.01665000376,-0.007,
Embu,0,Individual,Cattle incidence,6.216,13.198,0.471,0.639,-15.494,27.927,0.00210840271193008,1171.01665000376,-0.007,Not Significant
Embu,0,Individual,Goat Incidence,,,,,,,0.00210840271193008,1171.01665000376,-0.007,
Embu,1,Individual,(Intercept),0.202,21.805,0.009,0.993,-35.668,36.072,0.00136593852622473,1151.72198192241,-0.008,Not Significant
Embu,1,Individual,Camel incidence,,,,,,,0.00136593852622473,1151.72198192241,-0.008,
Embu,1,Individual,Sheep incidence,,,,,,,0.00136593852622473,1151.72198192241,-0.008,
Embu,1,Individual,Cattle incidence,4.785,12.686,0.377,0.707,-16.084,25.653,0.00136593852622473,1151.72198192241,-0.008,Not Significant
Embu,1,Individual,Goat Incidence,,,,,,,0.00136593852622473,1151.72198192241,-0.008,
Embu,2,Individual,(Intercept),7.01,20.611,0.34,0.734,-26.895,40.915,0.0292629648120741,1128.07012800891,0.02,Not Significant
Embu,2,Individual,Camel incidence,,,,,,,0.0292629648120741,1128.07012800891,0.02,
Embu,2,Individual,Sheep incidence,,,,,,,0.0292629648120741,1128.07012800891,0.02,
Embu,2,Individual,Cattle incidence,-21.03,11.934,-1.762,0.081,-40.662,-1.397,0.0292629648120741,1128.07012800891,0.02,Significant
Embu,2,Individual,Goat Incidence,,,,,,,0.0292629648120741,1128.07012800891,0.02,
Embu,3,Individual,(Intercept),7.128,21.109,0.338,0.736,-27.597,41.852,0.00124076930279426,1121.33531093206,-0.009,Not Significant
Embu,3,Individual,Camel incidence,,,,,,,0.00124076930279426,1121.33531093206,-0.009,
Embu,3,Individual,Sheep incidence,,,,,,,0.00124076930279426,1121.33531093206,-0.009,
Embu,3,Individual,Cattle incidence,4.33,12.164,0.356,0.723,-15.68,24.341,0.00124076930279426,1121.33531093206,-0.009,Not Significant
Embu,3,Individual,Goat Incidence,,,,,,,0.00124076930279426,1121.33531093206,-0.009,
Embu,4,Individual,(Intercept),4.3,21.178,0.203,0.84,-30.538,39.137,0.00630072468501804,1110.06818093053,-0.004,Not Significant
Embu,4,Individual,Camel incidence,,,,,,,0.00630072468501804,1110.06818093053,-0.004,
Embu,4,Individual,Sheep incidence,,,,,,,0.00630072468501804,1110.06818093053,-0.004,
Embu,4,Individual,Cattle incidence,10.647,13.305,0.8,0.425,-11.239,32.533,0.00630072468501804,1110.06818093053,-0.004,Not Significant
Embu,4,Individual,Goat Incidence,,,,,,,0.00630072468501804,1110.06818093053,-0.004,
Embu,5,Individual,(Intercept),7.437,21.235,0.35,0.727,-27.494,42.368,0.00583265518594258,1099.07693053669,-0.004,Not Significant
Embu,5,Individual,Camel incidence,,,,,,,0.00583265518594258,1099.07693053669,-0.004,
Embu,5,Individual,Sheep incidence,,,,,,,0.00583265518594258,1099.07693053669,-0.004,
Embu,5,Individual,Cattle incidence,11.368,14.842,0.766,0.446,-13.047,35.784,0.00583265518594258,1099.07693053669,-0.004,Not Significant
Embu,5,Individual,Goat Incidence,,,,,,,0.00583265518594258,1099.07693053669,-0.004,
Embu,6,Individual,(Intercept),7.339,21.292,0.345,0.731,-27.687,42.365,0.0200997809065217,1087.89349072573,0.01,Not Significant
Embu,6,Individual,Camel incidence,,,,,,,0.0200997809065217,1087.89349072573,0.01,
Embu,6,Individual,Sheep incidence,,,,,,,0.0200997809065217,1087.89349072573,0.01,
Embu,6,Individual,Cattle incidence,-21.104,14.809,-1.425,0.157,-45.465,3.258,0.0200997809065217,1087.89349072573,0.01,Not Significant
Embu,6,Individual,Goat Incidence,,,,,,,0.0200997809065217,1087.89349072573,0.01,
Garissa,0,Combined,(Intercept),5.854,28.021,0.209,0.835,-40.242,51.949,0.00203157350417019,1217.2296226778,-0.007,Not Significant
Garissa,0,Combined,Total animal incidence,14.903,32.235,0.462,0.645,-38.123,67.93,0.00203157350417019,1217.2296226778,-0.007,Not Significant
Garissa,1,Combined,(Intercept),5.782,28.316,0.204,0.839,-40.799,52.363,4.26040376793212e-05,1207.11538495183,-0.01,Not Significant
Garissa,1,Combined,Total animal incidence,-2.158,32.422,-0.067,0.947,-55.492,51.176,4.26040376793212e-05,1207.11538495183,-0.01,Not Significant
Garissa,2,Combined,(Intercept),6.08,28.572,0.213,0.832,-40.921,53.082,0.00107190556605069,1196.65947511573,-0.009,Not Significant
Garissa,2,Combined,Total animal incidence,-10.825,32.56,-0.332,0.74,-64.386,42.737,0.00107190556605069,1196.65947511573,-0.009,Not Significant
Garissa,3,Combined,(Intercept),6.152,28.676,0.215,0.831,-41.021,53.324,0.0130470437602692,1185.06014509599,0.003,Not Significant
Garissa,3,Combined,Total animal incidence,37.765,32.523,1.161,0.248,-15.734,91.265,0.0130470437602692,1185.06014509599,0.003,Not Significant
Garissa,4,Combined,(Intercept),5.898,28.575,0.206,0.837,-41.108,52.905,0.0388466447671118,1171.98187961381,0.029,Not Significant
Garissa,4,Combined,Total animal incidence,-65.162,32.252,-2.02,0.046,-118.217,-12.108,0.0388466447671118,1171.98187961381,0.029,Significant
Garissa,5,Combined,(Intercept),4.981,29.041,0.172,0.864,-42.792,52.754,0.0256441169206774,1162.94626440347,0.016,Not Significant
Garissa,5,Combined,Total animal incidence,52.917,32.618,1.622,0.108,-0.74,106.574,0.0256441169206774,1162.94626440347,0.016,Not Significant
Garissa,6,Combined,(Intercept),5.097,29.383,0.173,0.863,-43.238,53.431,0.0222329758501225,1152.95012936113,0.012,Not Significant
Garissa,6,Combined,Total animal incidence,-49.272,32.84,-1.5,0.137,-103.293,4.75,0.0222329758501225,1152.95012936113,0.012,Not Significant
Garissa,0,Individual,(Intercept),5.854,28.101,0.208,0.835,-40.372,52.079,0.0250510244633092,1220.73261694371,-0.013,Not Significant
Garissa,0,Individual,Camel incidence,52.441,167.732,0.313,0.755,-223.478,328.36,0.0250510244633092,1220.73261694371,-0.013,Not Significant
Garissa,0,Individual,Sheep incidence,-805.221,567.237,-1.42,0.159,-1738.326,127.884,0.0250510244633092,1220.73261694371,-0.013,Not Significant
Garissa,0,Individual,Cattle incidence,1640.004,1177.905,1.392,0.167,-297.65,3577.657,0.0250510244633092,1220.73261694371,-0.013,Not Significant
Garissa,0,Individual,Goat Incidence,63.213,77.743,0.813,0.418,-64.674,191.1,0.0250510244633092,1220.73261694371,-0.013,Not Significant
Garissa,1,Individual,(Intercept),5.782,28.405,0.204,0.839,-40.944,52.508,0.0228227108635353,1210.67265993017,-0.016,Not Significant
Garissa,1,Individual,Camel incidence,9.097,168.752,0.054,0.957,-268.5,286.694,0.0228227108635353,1210.67265993017,-0.016,Not Significant
Garissa,1,Individual,Sheep incidence,569.135,570.688,0.997,0.321,-369.646,1507.917,0.0228227108635353,1210.67265993017,-0.016,Not Significant
Garissa,1,Individual,Cattle incidence,-1035.918,1185.07,-0.874,0.384,-2985.358,913.522,0.0228227108635353,1210.67265993017,-0.016,Not Significant
Garissa,1,Individual,Goat Incidence,-93.545,78.216,-1.196,0.235,-222.21,35.12,0.0228227108635353,1210.67265993017,-0.016,Not Significant
Garissa,2,Individual,(Intercept),6.08,28.315,0.215,0.83,-40.498,52.658,0.047580328179921,1197.65338705844,0.009,Not Significant
Garissa,2,Individual,Camel incidence,-91.505,167.422,-0.547,0.586,-366.914,183.905,0.047580328179921,1197.65338705844,0.009,Not Significant
Garissa,2,Individual,Sheep incidence,416.507,566.19,0.736,0.464,-514.876,1347.89,0.047580328179921,1197.65338705844,0.009,Not Significant
Garissa,2,Individual,Cattle incidence,-1141.32,1175.731,-0.971,0.334,-3075.397,792.757,0.047580328179921,1197.65338705844,0.009,Not Significant
Garissa,2,Individual,Goat Incidence,125.809,77.599,1.621,0.108,-1.842,253.46,0.047580328179921,1197.65338705844,0.009,Not Significant
Garissa,3,Individual,(Intercept),6.152,29.015,0.212,0.833,-41.577,53.881,0.0193442438791816,1190.39445273115,-0.02,Not Significant
Garissa,3,Individual,Camel incidence,55.117,170.741,0.323,0.748,-225.752,335.986,0.0193442438791816,1190.39445273115,-0.02,Not Significant
Garissa,3,Individual,Sheep incidence,-407.998,577.414,-0.707,0.481,-1357.844,541.849,0.0193442438791816,1190.39445273115,-0.02,Not Significant
Garissa,3,Individual,Cattle incidence,979.129,1199.038,0.817,0.416,-993.288,2951.547,0.0193442438791816,1190.39445273115,-0.02,Not Significant
Garissa,3,Individual,Goat Incidence,32.525,79.138,0.411,0.682,-97.657,162.706,0.0193442438791816,1190.39445273115,-0.02,Not Significant
Garissa,4,Individual,(Intercept),5.898,28.823,0.205,0.838,-41.516,53.312,0.0511631063135361,1176.65348212676,0.012,Not Significant
Garissa,4,Individual,Camel incidence,-21.94,168.796,-0.13,0.897,-299.61,255.731,0.0511631063135361,1176.65348212676,0.012,Not Significant
Garissa,4,Individual,Sheep incidence,550.478,570.838,0.964,0.337,-388.55,1489.506,0.0511631063135361,1176.65348212676,0.012,Not Significant
Garissa,4,Individual,Cattle incidence,-1320.426,1185.381,-1.114,0.268,-3270.379,629.526,0.0511631063135361,1176.65348212676,0.012,Not Significant
Garissa,4,Individual,Goat Incidence,-89.486,78.236,-1.144,0.255,-218.185,39.212,0.0511631063135361,1176.65348212676,0.012,Not Significant
Garissa,5,Individual,(Intercept),4.981,28.605,0.174,0.862,-42.075,52.037,0.0830409596642183,1162.7534552007,0.045,Not Significant
Garissa,5,Individual,Camel incidence,-70.1,166.706,-0.42,0.675,-344.332,204.132,0.0830409596642183,1162.7534552007,0.045,Not Significant
Garissa,5,Individual,Sheep incidence,-1199.813,563.77,-2.128,0.036,-2127.214,-272.412,0.0830409596642183,1162.7534552007,0.045,Significant
Garissa,5,Individual,Cattle incidence,2747.714,1170.704,2.347,0.021,821.906,4673.523,0.0830409596642183,1162.7534552007,0.045,Significant
Garissa,5,Individual,Goat Incidence,29.065,77.268,0.376,0.708,-98.041,156.17,0.0830409596642183,1162.7534552007,0.045,Not Significant
Garissa,6,Individual,(Intercept),5.097,29.573,0.172,0.864,-43.551,53.744,0.0395589801437466,1157.14436547219,0,Not Significant
Garissa,6,Individual,Camel incidence,-75.451,171.498,-0.44,0.661,-357.566,206.663,0.0395589801437466,1157.14436547219,0,Not Significant
Garissa,6,Individual,Sheep incidence,670.06,579.975,1.155,0.251,-283.998,1624.118,0.0395589801437466,1157.14436547219,0,Not Significant
Garissa,6,Individual,Cattle incidence,-1479.641,1204.355,-1.229,0.222,-3460.805,501.522,0.0395589801437466,1157.14436547219,0,Not Significant
Garissa,6,Individual,Goat Incidence,-89.611,79.489,-1.127,0.262,-220.37,41.148,0.0395589801437466,1157.14436547219,0,Not Significant
Homa Bay,0,Combined,(Intercept),6.747,30.451,0.222,0.825,-43.346,56.84,0.0199139350503701,1235.02618409104,0.011,Not Significant
Homa Bay,0,Combined,Total animal incidence,48.271,33.048,1.461,0.147,-6.093,102.634,0.0199139350503701,1235.02618409104,0.011,Not Significant
Homa Bay,1,Combined,(Intercept),9.692,31.097,0.312,0.756,-41.463,60.848,0.00628623885650874,1225.9712617853,-0.003,Not Significant
Homa Bay,1,Combined,Total animal incidence,-38.532,47.505,-0.811,0.419,-116.677,39.613,0.00628623885650874,1225.9712617853,-0.003,Not Significant
Homa Bay,2,Combined,(Intercept),7.339,31.195,0.235,0.814,-43.977,58.656,3.19021687756997e-33,1214.11847538291,0,Not Significant
Homa Bay,2,Combined,Total animal incidence,,,,,,,3.19021687756997e-33,1214.11847538291,0,
Homa Bay,3,Combined,(Intercept),7.382,31.497,0.234,0.815,-44.431,59.194,3.17121923529535e-33,1203.5885674808,0,Not Significant
Homa Bay,3,Combined,Total animal incidence,,,,,,,3.17121923529535e-33,1203.5885674808,0,
Homa Bay,4,Combined,(Intercept),6.716,31.797,0.211,0.833,-45.59,59.022,2.29265978103206e-33,1193.0032542917,0,Not Significant
Homa Bay,4,Combined,Total animal incidence,,,,,,,2.29265978103206e-33,1193.0032542917,0,
Homa Bay,5,Combined,(Intercept),7.106,32.108,0.221,0.825,-45.711,59.924,2.66691567333653e-33,1182.43929421939,0,Not Significant
Homa Bay,5,Combined,Total animal incidence,,,,,,,2.66691567333653e-33,1182.43929421939,0,
Homa Bay,6,Combined,(Intercept),7.447,32.426,0.23,0.819,-45.893,60.787,9.04795433493311e-35,1171.86971027877,0,Not Significant
Homa Bay,6,Combined,Total animal incidence,,,,,,,9.04795433493311e-35,1171.86971027877,0,
Homa Bay,0,Individual,(Intercept),6.747,30.451,0.222,0.825,-43.346,56.84,0.0199139350503701,1235.02618409104,0.011,Not Significant
Homa Bay,0,Individual,Camel incidence,,,,,,,0.0199139350503701,1235.02618409104,0.011,
Homa Bay,0,Individual,Sheep incidence,48.271,33.048,1.461,0.147,-6.093,102.634,0.0199139350503701,1235.02618409104,0.011,Not Significant
Homa Bay,0,Individual,Cattle incidence,,,,,,,0.0199139350503701,1235.02618409104,0.011,
Homa Bay,0,Individual,Goat Incidence,,,,,,,0.0199139350503701,1235.02618409104,0.011,
Homa Bay,1,Individual,(Intercept),9.692,31.097,0.312,0.756,-41.463,60.848,0.00628623885650874,1225.9712617853,-0.003,Not Significant
Homa Bay,1,Individual,Camel incidence,,,,,,,0.00628623885650874,1225.9712617853,-0.003,
Homa Bay,1,Individual,Sheep incidence,-38.532,47.505,-0.811,0.419,-116.677,39.613,0.00628623885650874,1225.9712617853,-0.003,Not Significant
Homa Bay,1,Individual,Cattle incidence,,,,,,,0.00628623885650874,1225.9712617853,-0.003,
Homa Bay,1,Individual,Goat Incidence,,,,,,,0.00628623885650874,1225.9712617853,-0.003,
